coach_id,first_name,last_name,nick_name,age,date_of_birth,city_of_birth_id,nation_id,weight,height,position,experience,occupation,team_id,former_player_id,quick_left,contract_salary,contract_years,contract_extension_salary,contract_extension_years,scout_major,scout_minor,scout_international,scout_amateur,scout_amateur_preference,teach_hitting,teach_pitching,teach_fielding,handle_veterans,handle_rookies,handle_players,strategy_knowledge,heal_legs,heal_arms,heal_back,heal_other,heal_rest,management_style,personality,hitting_focus,pitching_focus,training_focus,teach_running,prevent_legs,prevent_arms,prevent_back,prevent_other,stealing,running,pinchrun,pinchhit_pos,pinchhit_pitch,hook_start,hook_relief,closer,lr_matchup,bunt_hit,bunt,hit_run,run_hit,squeeze,pitch_around,intentional_walk,hold_runner,guard_lines,infield_in,outfield_in,corners_in,shift_if,shift_of,num_pitchers,num_hitters,favor_speed_to_power,favor_avg_to_obp,favor_defense_to_offense,favor_pitching_to_hitting,favor_veterans_to_prospects,trade_aggressiveness,player_loyalty,trade_frequency,trade_preference,value_stats,value_this_year,value_last_year,value_two_years,draft_value,intl_fa_value,develop_value,ratings_value,manager_value,pitching_coach_value,hitting_coach_value,scout_value,doctor_value,busy,type,data,days_left
60,"Ozzie","Alvarez","",53,"1981-4-10",76785,206,225,187,8,19,12,19,0,0,322000,1,0,0,0,0,3,10,2,0,0,0,0,0,0,0,121,137,143,10,187,0,4,0,0,2,0,199,108,86,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,5,-1,4,-1,-3,3,-2,0,6,9,3,2,-5,3,-7,-1,60,0,0,4,122,0,0,0,0
61,"Jeremy","Cole","",59,"1975-8-29",56229,206,200,182,7,26,6,0,0,5,0,0,0,0,111,95,107,88,4,24,16,23,7,29,18,0,0,0,0,0,0,0,2,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,-4,-1,3,8,3,-2,0,4,10,3,3,2,1,1,-6,62,17,23,99,0,0,0,0,0
62,"Pete","Hedlund","",58,"1976-12-12",69896,206,210,182,5,16,5,0,0,0,0,0,0,0,1,6,0,4,1,84,6,9,89,78,84,0,0,0,0,0,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,4,2,-2,-8,3,2,0,7,9,3,1,-2,-7,6,-1,78,26,84,3,0,0,0,0,0
63,"Marco","Obregon","",60,"1974-11-9",71432,56,185,188,4,24,4,30,0,0,232000,2,0,0,6,18,0,20,1,78,128,83,113,88,101,0,0,0,0,0,0,1,3,3,0,0,42,0,0,0,0,-1,0,-1,0,1,-1,1,2,0,1,0,0,1,0,1,-1,-1,-1,0,1,0,0,1,0,0,-6,-2,-4,-3,6,-3,3,0,0,9,8,2,1,1,-9,-1,-4,108,121,84,13,0,0,0,0,0
64,"Hector","Rivera","",49,"1985-1-29",4194,151,200,196,1,5,2,0,0,0,0,0,0,0,15,11,17,19,3,80,57,73,66,63,65,0,0,0,0,0,0,5,2,3,0,0,60,0,0,0,0,1,1,2,2,3,-2,-1,-1,3,0,-1,0,0,1,2,3,1,3,3,3,3,3,3,0,0,3,2,1,-2,1,-1,3,-2,0,6,9,3,2,0,-5,-2,-2,95,59,76,16,0,0,0,0,0
65,"Jarod","Christen","",64,"1970-6-26",44588,206,215,184,1,26,3,3,0,0,282000,3,0,0,1,21,7,19,2,79,57,74,85,85,85,0,0,0,0,0,0,1,0,3,3,0,62,0,0,0,0,1,1,0,1,1,-1,0,3,0,-1,0,0,0,1,-1,-1,1,0,1,-1,1,1,-1,0,0,-6,8,0,3,2,-6,4,0,0,4,11,3,2,4,6,6,-6,98,64,81,12,0,0,0,0,0
66,"Rick","Quinn","",60,"1974-10-31",76303,206,230,187,3,21,1,21,0,5,754000,1,0,0,110,76,112,76,2,4,29,30,45,15,30,0,0,0,0,0,0,0,0,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,3,-2,-5,7,2,2,0,0,7,10,2,1,-4,0,2,6,57,29,11,91,0,0,0,0,0
67,"Connor","Buterbaugh","",49,"1985-9-21",23424,206,220,187,8,11,12,28,0,0,272000,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,52,135,74,77,195,0,4,0,3,1,0,120,84,149,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,-4,4,3,-2,1,1,0,6,8,4,2,5,2,-4,2,60,0,0,0,111,0,0,0,0
68,"Jacob","Hill","",48,"1986-2-3",73625,206,219,186,3,8,1,11,1895,4,704000,2,0,0,55,46,58,51,3,35,47,0,19,25,22,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,4,-2,1,-1,0,7,10,2,1,-2,1,1,6,44,41,32,52,0,0,0,0,0
69,"Eddie","James","",48,"1986-12-16",90816,206,253,189,5,2,5,9,1275,0,128000,1,0,0,17,7,13,7,1,88,16,21,91,72,82,0,0,0,0,0,0,0,2,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,2,4,0,3,1,-2,0,5,8,4,3,-7,-2,5,3,88,33,87,11,0,0,0,0,0
70,"Mohammed","Lebon","",39,"1995-6-26",60350,84,192,180,4,2,4,21,3618,0,118000,1,0,0,1,4,10,6,1,14,85,13,91,79,85,0,0,0,0,0,0,0,2,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,3,3,-1,5,-1,4,-1,0,6,10,4,0,2,-2,4,9,70,85,32,4,0,0,0,0,0
71,"Lance","Watkins","",52,"1982-1-26",8325,206,180,186,1,3,2,0,0,0,0,0,0,0,13,11,6,5,0,52,57,54,88,63,76,0,0,0,0,0,0,1,2,1,0,0,74,0,0,0,0,-1,0,-1,-1,-1,0,-1,2,1,1,-1,-1,-1,0,-1,-1,0,-1,1,0,1,-1,-1,0,0,4,5,3,5,-4,0,1,-2,-1,7,11,2,0,-4,-7,-2,-4,62,62,58,9,0,0,0,0,0
72,"Danny","Espitia","",46,"1988-8-2",57400,231,247,194,1,0,2,0,207,0,0,0,0,0,16,21,5,14,3,70,91,80,99,103,101,0,0,0,0,0,0,4,2,3,3,0,108,0,0,0,0,-1,-3,3,2,-1,-2,1,3,0,3,-3,0,0,3,-2,-3,3,4,2,3,0,-2,3,0,0,-5,-2,5,-1,0,0,2,1,0,4,11,3,2,-4,4,-1,-1,70,94,78,15,0,0,0,0,0
73,"Mike","Callahan","",47,"1987-2-14",56711,206,213,179,3,6,1,1,1899,4,576000,2,0,0,54,52,60,50,1,16,21,9,18,17,17,0,0,0,0,0,0,0,2,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-5,-4,3,-2,-1,2,1,0,6,10,3,1,-1,8,-4,-3,50,20,16,53,0,0,0,0,0
74,"Ron","Wagner","",62,"1972-7-9",10074,206,200,186,8,29,12,25,0,0,284000,4,0,0,0,0,3,15,2,0,0,0,0,0,0,0,99,176,127,168,183,0,2,1,3,2,0,40,183,27,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,-1,-1,-5,-5,2,0,-1,7,9,3,1,-4,2,-6,5,60,0,0,5,126,0,0,0,0
75,"Bob","Burrell","",62,"1972-4-21",90582,36,215,195,7,21,6,3,0,5,534000,4,0,0,117,90,130,82,3,8,23,25,17,21,19,0,0,0,0,0,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,3,0,-9,3,0,0,7,8,4,1,-4,-3,3,3,74,22,11,101,0,0,0,0,0
76,"Ben","Blute","",41,"1993-4-23",24463,206,206,184,5,2,5,26,2404,0,136000,1,0,0,14,1,9,4,3,103,14,19,85,96,91,0,0,0,0,0,0,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,5,10,3,-4,1,0,0,5,11,2,2,4,-3,-5,6,72,33,100,7,0,0,0,0,0
77,"Victor","Garcia","",51,"1983-12-16",45612,206,210,188,4,13,4,8,0,0,300000,2,0,0,7,19,6,26,1,7,103,20,89,81,85,0,0,0,0,0,0,0,0,1,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-5,2,-4,-1,-7,4,0,0,7,11,1,1,7,3,1,1,121,99,27,16,0,0,0,0,0
78,"Robert","Goodwin","",74,"1960-7-7",13972,206,200,178,1,31,2,0,0,0,0,0,0,0,24,17,16,18,2,91,116,129,131,107,119,0,0,0,0,0,0,2,0,3,3,0,103,0,0,0,0,-3,2,3,2,3,-1,-1,-3,3,-2,-3,-2,-2,-3,0,-2,0,1,-1,1,0,3,3,0,0,-2,-3,3,-5,-2,2,5,1,0,5,9,5,1,1,-1,6,-2,144,117,98,20,0,0,0,0,0
79,"Jesus","Maldonado","",49,"1985-1-17",14688,206,185,186,1,15,2,0,0,0,0,0,0,0,11,17,5,26,1,71,36,53,62,48,55,0,0,0,0,0,0,3,1,1,3,0,53,0,0,0,0,3,-1,3,3,2,2,0,0,0,1,3,3,2,2,1,2,1,1,1,1,1,-2,1,0,0,-2,1,3,-3,1,-6,3,-2,0,6,12,2,0,3,2,-2,-3,106,41,67,17,0,0,0,0,0
80,"Danny","Samuels","",59,"1975-6-18",85422,206,210,182,3,25,1,8,0,4,1532000,1,0,0,67,55,56,65,3,31,46,0,7,5,6,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,3,-5,1,0,0,6,9,3,2,4,-5,-6,-5,91,36,25,62,0,0,0,0,0
81,"Jon","Acevedo","",57,"1977-9-1",71389,56,210,193,8,21,12,13,0,0,376000,3,0,0,0,0,12,17,1,0,0,0,0,0,0,0,74,91,120,87,190,0,2,3,1,1,0,140,195,184,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,-3,1,-4,-5,2,2,-1,5,11,2,2,-1,-2,7,0,70,0,0,7,137,0,0,0,0
82,"Matt","Meek","",58,"1976-11-21",7796,206,220,199,7,18,6,1,0,5,598000,1,0,0,98,105,96,114,4,47,32,0,15,8,11,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-10,6,-3,-3,2,1,1,-1,7,10,2,1,-4,-4,2,-1,72,27,38,105,0,0,0,0,0
83,"R.J.","Main","",56,"1978-4-2",1386,206,220,186,5,8,5,0,0,0,0,0,0,0,22,4,33,11,1,91,23,17,85,73,79,0,0,0,0,0,0,0,3,3,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,5,1,-6,1,0,0,7,10,2,1,-8,-7,-6,1,59,37,88,16,0,0,0,0,0
84,"Devin","Bowman","",52,"1982-7-7",56814,206,210,196,4,5,4,0,0,0,0,0,0,0,7,6,6,0,3,25,83,25,77,56,67,0,0,0,0,0,0,0,4,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,-8,-1,7,3,0,0,4,10,3,3,3,-1,8,-2,67,79,36,4,0,0,0,0,0
85,"Tim","Kelley","",74,"1960-12-21",81568,206,230,191,1,28,2,0,0,0,0,0,0,0,7,7,11,0,1,104,116,111,136,128,132,0,0,0,0,0,0,4,2,3,3,0,113,0,0,0,0,3,-3,-1,-2,-1,1,-3,-3,1,-3,2,-1,-2,1,1,-2,-1,-3,-3,2,3,0,3,0,0,9,-3,-5,0,-3,-1,1,0,-1,6,10,2,2,3,0,-2,2,167,120,111,5,0,0,0,0,0
86,"Matt","Fekete","",47,"1987-2-17",66771,206,224,192,2,0,3,0,1115,0,0,0,0,0,7,8,1,12,1,85,83,72,66,81,73,0,0,0,0,0,0,2,2,3,3,0,72,0,0,0,0,-2,1,3,2,3,1,-1,-3,2,-3,-3,-1,-1,-2,-1,-3,-1,1,0,0,-1,3,3,0,0,0,2,0,1,0,-4,1,1,0,5,8,5,2,-7,4,9,-2,61,81,82,8,0,0,0,0,0
87,"Eddie","Osorto","",44,"1990-4-12",83412,56,208,179,3,7,1,3,660,0,584000,2,0,0,40,54,34,58,3,46,36,0,24,6,15,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-7,-2,0,5,-5,3,0,0,5,9,5,1,-1,0,-5,-6,53,31,38,48,0,0,0,0,0
88,"Jason","Bork","",57,"1977-7-29",41955,206,190,186,8,21,12,3,0,0,268000,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,61,196,176,129,155,0,2,3,3,3,0,57,138,55,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,5,-3,5,0,0,7,8,3,2,4,-3,4,0,60,0,0,0,117,0,0,0,0
89,"Ryan","Thibodeaux","",59,"1975-1-23",65721,206,210,178,7,24,6,17,0,5,622000,2,0,0,118,100,118,99,1,28,8,14,1,5,3,0,0,0,0,0,0,0,2,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-5,3,2,-5,-4,0,1,-1,6,10,3,1,-7,1,2,-2,70,7,22,108,0,0,0,0,0
90,"Francisco","Angulo","",55,"1979-11-16",71432,56,203,182,5,0,5,3,1323,0,92000,1,0,0,21,15,29,2,3,112,71,50,113,129,121,0,0,0,0,0,0,3,2,2,3,0,68,0,0,0,0,2,-1,2,2,3,1,-1,1,0,3,3,3,3,2,1,2,-1,0,1,0,0,-1,0,0,0,3,-3,3,0,0,-1,0,0,0,6,10,3,1,3,-1,5,5,66,84,114,14,0,0,0,0,0
91,"Joe","Clooney","",40,"1994-12-2",52193,206,207,184,4,0,4,18,3335,0,80000,2,0,0,11,8,21,0,3,22,105,35,81,79,80,0,0,0,0,0,0,1,3,3,3,0,48,0,0,0,0,0,1,1,-1,1,0,1,3,-1,-1,1,0,-1,0,-1,-1,0,0,1,-1,1,-1,1,0,0,-1,-3,-4,-3,3,1,2,0,0,4,12,4,0,3,1,0,6,49,99,37,8,0,0,0,0,0
92,"Judah","Robinson","",62,"1972-3-26",57035,206,200,194,1,26,2,0,0,0,0,0,0,0,1,12,0,24,3,66,118,113,89,105,97,0,0,0,0,0,0,1,0,2,3,0,105,0,0,0,0,-1,-1,0,1,1,1,0,2,1,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,1,1,0,0,0,4,2,-1,2,-4,6,1,-1,-1,6,11,2,1,7,3,3,0,157,113,74,11,0,0,0,0,0
93,"Israel","Migliaro","",72,"1962-10-18",59354,206,190,185,1,31,2,0,0,0,0,0,0,0,3,6,0,0,1,103,95,87,103,106,105,0,0,0,0,0,0,1,2,3,3,0,99,0,0,0,0,-1,0,1,-1,-1,-1,0,3,1,1,-1,1,0,-1,1,1,1,1,-1,0,-1,-1,0,0,0,7,-3,2,-2,5,6,3,0,0,4,11,3,2,-3,-1,-8,-2,145,98,104,2,0,0,0,0,0
94,"Matt","Thomas","",47,"1987-3-4",51722,206,216,184,3,7,1,5,998,4,564000,2,0,0,64,48,66,43,2,11,6,25,12,23,17,0,0,0,0,0,0,0,0,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-4,-2,1,1,4,1,0,5,10,5,0,7,-2,0,7,81,9,13,54,0,0,0,0,0
95,"Chris","Katt","",45,"1989-8-19",18952,206,220,193,8,8,12,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,58,62,73,91,121,0,4,1,2,3,0,187,135,141,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-4,1,4,-1,2,1,0,7,9,2,2,-4,7,3,-1,50,0,0,3,100,0,0,0,0
96,"Dustin","Thurman","",48,"1986-7-11",1405,206,200,182,7,4,6,0,0,4,0,0,0,0,76,53,79,47,1,14,1,19,3,13,8,0,0,0,0,0,0,0,2,2,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-3,4,-3,-8,0,0,-1,7,8,4,1,-7,-6,-1,1,38,3,13,62,0,0,0,0,0
97,"Ernie","Moore","",47,"1986-12-28",75682,206,193,182,5,12,5,14,985,0,230000,2,0,0,4,8,0,12,3,93,37,46,70,69,70,0,0,0,0,0,0,1,3,3,3,0,39,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,-1,1,0,0,1,-1,0,1,0,1,0,-1,0,0,-4,-3,6,1,-3,4,1,0,-1,4,12,3,1,4,0,4,0,108,45,87,7,0,0,0,0,0
98,"Jerry","Prieto","",56,"1978-7-17",42625,56,195,194,4,14,4,0,0,0,0,0,0,0,9,13,16,11,0,5,86,9,71,63,67,0,0,0,0,0,0,0,3,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,-2,-4,5,-6,2,-2,0,7,12,1,0,0,6,2,-1,83,81,21,11,0,0,0,0,0
99,"Cameron","Pittman","",68,"1966-7-21",50945,206,205,192,1,23,2,0,0,0,0,0,0,0,23,2,22,14,0,118,110,123,114,88,101,0,0,0,0,0,0,2,2,3,2,0,123,0,0,0,0,-3,3,3,1,2,-1,-3,-3,1,-3,-3,-1,-3,-3,-1,-2,1,1,1,1,1,3,1,0,0,-2,0,4,5,3,-5,2,1,0,4,11,4,1,5,-1,2,-5,107,108,114,15,0,0,0,0,0
100,"Cody","Burnett","",45,"1989-4-29",75551,206,212,185,2,0,3,0,211,0,0,0,0,0,21,15,22,8,4,70,52,71,50,77,63,0,0,0,0,0,0,1,4,2,2,0,60,0,0,0,0,-1,0,-1,0,1,1,-1,2,1,0,1,0,0,1,0,0,0,1,-1,-1,0,-1,1,0,0,-5,2,-5,2,-4,-5,3,0,-1,4,9,6,1,0,2,-8,5,52,55,68,15,0,0,0,0,0
101,"R.J.","Davies","",54,"1980-7-31",13181,206,214,186,3,6,1,6,872,4,678000,1,0,0,61,64,64,61,2,55,51,0,1,13,7,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,4,3,2,0,0,5,11,2,2,0,9,-4,1,45,40,43,62,0,0,0,0,0
102,"Steve","Turner","",37,"1997-7-17",22169,206,220,187,8,2,12,11,0,0,178000,5,0,0,0,0,13,9,4,0,0,0,0,0,0,0,88,55,111,48,168,0,3,2,1,3,0,108,157,67,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,4,0,0,5,0,0,6,9,3,2,9,-2,6,0,40,0,0,4,98,0,0,0,0
103,"Rodrigo","Perez","",45,"1989-2-8",26908,210,214,184,7,0,6,20,1567,5,490000,5,0,0,84,98,73,106,2,7,8,12,20,18,19,0,0,0,0,0,0,0,1,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-2,4,4,1,0,0,6,8,5,1,-7,5,-2,5,38,11,10,93,0,0,0,0,0
104,"Dillon","Kumor","",50,"1984-11-13",21777,206,225,194,5,0,5,0,0,0,0,0,0,0,1,2,6,0,2,62,13,45,66,71,68,0,0,0,0,0,0,1,4,0,3,0,25,0,0,0,0,1,1,0,1,1,-1,1,2,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,0,4,-4,0,1,5,0,2,1,0,6,9,4,1,0,3,3,1,38,27,64,1,0,0,0,0,0
105,"Harry","Monroe","",49,"1985-8-1",83990,206,195,181,4,13,4,9,0,0,166000,2,0,0,16,15,10,11,3,22,86,3,79,62,71,0,0,0,0,0,0,0,2,3,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-6,-1,-1,0,0,0,7,9,2,2,-4,-2,3,-3,96,82,34,13,0,0,0,0,0
106,"Mark","Guild","",76,"1958-9-10",35810,206,185,184,1,24,2,0,0,0,0,0,0,0,28,19,32,29,1,147,125,153,103,159,131,0,0,0,0,0,0,1,2,3,3,0,94,0,0,0,0,-1,-1,1,-1,-1,1,0,3,-1,0,-1,0,-1,1,0,1,1,0,-1,1,-1,-1,1,0,0,3,-5,-1,4,0,-4,2,2,0,5,10,4,1,0,1,-2,6,137,127,143,27,0,0,0,0,0
107,"Chris","Yanez","",59,"1975-2-2",62352,206,225,192,2,18,3,27,0,0,166000,1,0,0,10,21,19,14,3,75,78,72,60,86,73,0,0,0,0,0,0,2,0,3,3,0,64,0,0,0,0,-3,2,2,1,3,-1,-1,-3,1,-3,-2,-1,-1,-2,-1,-3,-1,1,-1,0,1,3,2,0,0,0,1,-2,-3,0,2,2,0,0,5,9,3,3,9,2,4,0,98,77,75,15,0,0,0,0,0
108,"Mike","Crook","",48,"1986-11-1",29499,206,215,184,3,10,1,0,0,0,0,0,0,0,49,49,57,45,2,43,23,0,21,4,12,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,-3,0,-1,-2,3,1,0,6,8,4,2,7,-3,-4,0,40,20,35,49,0,0,0,0,0
109,"Larry","Watts","",43,"1991-3-31",74316,206,210,188,8,6,12,23,0,0,300000,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,105,140,81,63,86,0,4,0,3,3,0,107,73,185,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,2,-3,4,-1,2,2,2,0,6,10,3,1,-7,2,-3,3,60,0,0,0,115,0,0,0,0
110,"Larry","Young","",52,"1982-5-3",55156,206,228,187,7,5,6,0,413,6,0,0,0,0,157,132,152,137,1,81,76,0,13,40,26,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,0,-3,4,0,3,-2,0,5,11,3,1,5,4,5,-4,94,64,67,144,0,0,0,0,0
111,"Jimmy","Orndorff","",51,"1983-9-20",41830,206,200,186,5,17,5,28,0,0,180000,1,0,0,3,17,8,19,2,100,17,5,77,67,72,0,0,0,0,0,0,0,2,3,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-3,2,10,0,2,1,0,0,7,10,2,1,6,5,0,0,89,31,93,12,0,0,0,0,0
112,"Andy","LaRue","",50,"1984-5-26",50536,206,247,199,4,4,4,0,1722,0,0,0,0,0,20,19,11,28,3,7,88,3,79,80,80,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-4,4,1,3,0,0,6,10,2,2,2,3,0,-1,54,86,25,21,0,0,0,0,0
113,"Justin","Welsh","",75,"1959-12-16",56150,206,200,185,1,31,2,0,0,0,0,0,0,0,3,21,0,27,2,164,137,108,138,141,140,0,0,0,0,0,0,1,3,3,3,0,126,0,0,0,0,-1,0,1,1,-1,0,1,3,1,0,0,0,1,1,1,-1,-1,1,-1,0,0,1,0,0,0,-1,-2,0,0,1,6,3,0,0,4,9,4,3,4,2,-1,4,140,138,158,15,0,0,0,0,0
114,"Franklin","Cesena","",58,"1976-8-16",1694,206,210,190,2,8,3,0,0,0,0,0,0,0,9,9,15,13,3,63,61,68,65,73,69,0,0,0,0,0,0,1,2,2,0,0,67,0,0,0,0,0,-1,0,0,1,-1,-1,3,0,1,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,1,1,0,0,3,-5,3,3,-2,6,2,1,0,5,10,4,1,-2,0,3,1,74,63,65,11,0,0,0,0,0
115,"Mike","Fenn","",59,"1975-7-20",7626,206,195,187,3,24,1,16,0,4,1162000,2,0,0,61,71,49,79,3,12,13,21,10,14,12,0,0,0,0,0,0,0,2,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-5,5,-1,7,5,-1,0,6,9,3,2,-1,3,-2,2,90,13,12,68,0,0,0,0,0
116,"John","Korth","",50,"1984-1-15",43347,206,190,178,8,17,12,7,0,0,306000,2,0,0,0,0,5,10,2,0,0,0,0,0,0,0,160,47,178,116,64,0,2,3,3,3,0,131,62,173,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-5,-2,3,5,6,2,1,0,8,9,2,1,3,0,-3,-3,60,0,0,4,119,0,0,0,0
117,"Quan","Szema","Hillbilly",39,"1995-7-15",13241,43,215,184,7,0,6,0,9046,4,0,0,0,0,68,64,61,67,0,45,38,0,10,22,16,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,2,1,1,2,0,-2,0,5,11,4,0,-5,1,1,7,33,33,38,66,0,0,0,0,0
118,"Armando","Vargas","",55,"1979-2-10",42625,56,203,180,5,0,5,0,1063,0,0,0,0,0,11,11,20,21,2,84,25,30,111,97,104,0,0,0,0,0,0,1,2,3,3,0,62,0,0,0,0,1,0,-1,-1,1,0,0,2,1,0,-1,-1,1,0,-1,1,1,-1,-1,1,1,0,0,0,0,-4,-5,7,8,3,6,2,-2,0,6,12,2,0,-4,3,7,-2,51,45,89,15,0,0,0,0,0
119,"Josh","Donaldson","",50,"1984-1-28",56909,206,209,184,4,9,4,5,727,0,302000,1,0,0,22,36,40,48,1,40,155,2,151,142,147,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,5,-7,1,-4,2,2,0,7,9,3,1,-2,-1,2,0,127,153,67,36,0,0,0,0,0
120,"Keith","Peters","",66,"1968-8-1",30767,206,185,186,1,27,2,0,0,0,0,0,0,0,28,8,17,16,2,103,142,120,100,118,109,0,0,0,0,0,0,3,2,3,3,0,104,0,0,0,0,3,1,2,1,1,2,-1,0,1,3,3,3,3,2,0,0,-1,-1,1,1,0,0,0,0,0,-1,-5,1,3,3,4,2,0,0,5,10,3,2,3,1,-4,1,127,134,105,18,0,0,0,0,0
